	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	GC	BPP	Dadj	SEadj	DiffMFE.EFE	Length	AU.GCr	Ar	Ur	Gr	Cr	AAr	GGr	CCr	UUr	AGr	ACr	AUr	GAr	GCr	GUr	CAr	CGr	CUr	UAr	UGr	UCr	Hl	Steml5	Steml3	BP	BP5	BP3	Mism5	Mism3	Bulge5	Bulge3	BulgeN1.5	BulgeN1.3	BulgeN2.5	BulgeN2.3	BulgeN3.5	BulgeN3.3	BulgeN4.5	BulgeN4.3	BulgeN5.5	BulgeN5.3	BulgeN6.5	BulgeN6.3	BulgeN7.5	BulgeN7.3	AUp	GCp	GUp	MFE	MFEadj	EFE	EFEadj	CFE	CDE	MEAFE	MEA	ED	MFEadj.GC	MFEadj.BP	MEAFEadj	EDadj
ENSSSCT00000025202.2	0.0845070422535211	0.028169014084507	0	0.0140845070422535	0.028169014084507	0	0.028169014084507	0.154929577464789	0.0422535211267606	0	0	0.0563380281690141	0	0	0	0.0845070422535211	0.028169014084507	0	0	0	0	0	0.028169014084507	0.0704225352112676	0.0704225352112676	0.0140845070422535	0	0.0140845070422535	0.0140845070422535	0.0140845070422535	0.028169014084507	0.197183098591549	0.341463414634146	0.292682926829268	0.0389024390243902	0.023397064361535	0.0154878048780488	82	1.92857142857143	0.304878048780488	0.353658536585366	0.195121951219512	0.146341463414634	0.0731707317073171	0.024390243902439	0.0121951219512195	0.0731707317073171	0.0487804878048781	0.0365853658536585	0.121951219512195	0.0853658536585366	0.0365853658536585	0.0487804878048781	0.0487804878048781	0	0.0731707317073171	0.0731707317073171	0.121951219512195	0.0487804878048781	7	36	35	24	24	24	12	11	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	14	7	3	-20.1	-0.245121951219512	-21.37	-0.260609756097561	-20.1	3.19	-20.1	76.43	5.18	-0.717857142857143	-0.0102134146341463	-0.245121951219512	0.0631707317073171
ENSSSCT00000020878.2	0.169491525423729	0.0169491525423729	0	0	0.0677966101694915	0	0.0677966101694915	0.0847457627118644	0	0.0169491525423729	0	0.0338983050847458	0	0	0.0338983050847458	0.0508474576271187	0.0508474576271187	0.0169491525423729	0	0.0338983050847458	0	0.0169491525423729	0.0169491525423729	0.0338983050847458	0.0508474576271187	0.0338983050847458	0	0.0677966101694915	0.0169491525423729	0	0.0169491525423729	0.101694915254237	0.310810810810811	0.216216216216216	0.218648648648649	0.0252753111254817	0.0264864864864865	74	2.21739130434783	0.418918918918919	0.27027027027027	0.162162162162162	0.148648648648649	0.148648648648649	0	0	0.0540540540540541	0.0405405405405405	0.0810810810810811	0.0945945945945946	0.108108108108108	0.0135135135135135	0.027027027027027	0.0540540540540541	0	0.0945945945945946	0.0540540540540541	0.108108108108108	0.0540540540540541	8	31	28	16	16	16	15	12	3	3	0	1	0	0	1	1	1	0	0	0	0	0	0	0	9	5	2	-7.4	-0.1	-9.36	-0.126486486486486	-1.8	16.18	-2	47.79	22.02	-0.321739130434783	-0.00625	-0.027027027027027	0.297567567567568
ENSSSCT00000019967.2	0	0.0121951219512195	0.0121951219512195	0.0365853658536585	0.0121951219512195	0.0121951219512195	0.0121951219512195	0.0853658536585366	0.048780487804878	0.024390243902439	0	0.0609756097560975	0.0121951219512195	0.024390243902439	0.0365853658536585	0.121951219512195	0.0121951219512195	0.0121951219512195	0	0.0121951219512195	0.024390243902439	0.024390243902439	0.0365853658536585	0.121951219512195	0.0121951219512195	0.0121951219512195	0.0121951219512195	0.024390243902439	0.0121951219512195	0.0121951219512195	0.048780487804878	0.109756097560976	0.569767441860465	0.348837209302326	0.121976744186047	0.0229121763374524	0.0248837209302326	86	0.755102040816326	0.174418604651163	0.255813953488372	0.313953488372093	0.255813953488372	0	0.0697674418604651	0.0697674418604651	0.0116279069767442	0.0581395348837209	0.0581395348837209	0.0581395348837209	0.0813953488372093	0.0465116279069767	0.0813953488372093	0.0581395348837209	0.0116279069767442	0.104651162790698	0.0348837209302326	0.127906976744186	0.0697674418604651	4	41	41	30	30	30	11	11	5	6	2	2	0	1	1	2	0	0	1	0	0	0	0	0	12	14	4	-28.4	-0.330232558139535	-30.54	-0.355116279069767	-25.1	10.49	-28	69.46	14.9	-0.579591836734694	-0.0110077519379845	-0.325581395348837	0.173255813953488
ENSSSCT00000022883.2	0.109090909090909	0.0363636363636364	0.0181818181818182	0.0181818181818182	0.0363636363636364	0.0545454545454545	0.0181818181818182	0.127272727272727	0.0181818181818182	0	0	0.0727272727272727	0	0.0363636363636364	0.0363636363636364	0	0.0181818181818182	0	0	0.0363636363636364	0.0363636363636364	0	0.0545454545454545	0	0.0363636363636364	0.0363636363636364	0.0363636363636364	0.0181818181818182	0	0	0.0363636363636364	0.109090909090909	0.298507462686567	0.238805970149254	0.17865671641791	0.0276340643747521	0.0307462686567164	67	2.35	0.432835820895522	0.26865671641791	0.149253731343284	0.149253731343284	0.134328358208955	0	0.0149253731343284	0.0447761194029851	0.0447761194029851	0.0895522388059701	0.104477611940299	0.119402985074627	0	0.0298507462686567	0.0447761194029851	0	0.0746268656716418	0.0746268656716418	0.104477611940299	0.0298507462686567	8	26	29	16	16	16	10	13	4	5	1	2	1	1	0	0	0	0	0	0	1	0	0	0	10	5	1	-2.7	-0.0402985074626866	-4.76	-0.071044776119403	0.5	11.97	-0.8	46.37	18.25	-0.135	-0.00251865671641791	-0.0119402985074627	0.272388059701493
ENSSSCT00000020119.2	0.0229885057471264	0	0	0.0229885057471264	0.0344827586206897	0.0344827586206897	0.0459770114942529	0.0689655172413793	0.0114942528735632	0.0114942528735632	0.0114942528735632	0.0344827586206897	0	0.0114942528735632	0.0459770114942529	0.0804597701149425	0.0344827586206897	0.0229885057471264	0.0114942528735632	0.0229885057471264	0	0.0229885057471264	0.0229885057471264	0.0689655172413793	0.0919540229885058	0.0344827586206897	0	0.0689655172413793	0.0344827586206897	0.0114942528735632	0.0344827586206897	0.0804597701149425	0.395604395604396	0.296703296703297	0.118351648351648	0.0212689946522566	0.0256043956043956	91	1.52777777777778	0.21978021978022	0.384615384615385	0.197802197802198	0.197802197802198	0.021978021978022	0.032967032967033	0.0549450549450549	0.120879120879121	0.0549450549450549	0.032967032967033	0.0769230769230769	0.0769230769230769	0.021978021978022	0.0659340659340659	0.0769230769230769	0.010989010989011	0.0549450549450549	0.021978021978022	0.0989010989010989	0.0879120879120879	4	48	39	27	27	27	21	12	7	6	3	3	1	1	1	0	0	0	0	0	1	1	1	0	12	11	4	-15.1	-0.165934065934066	-17.43	-0.191538461538462	-13.6	10.77	-13.9	73.26	16.57	-0.419444444444444	-0.00614570614570615	-0.152747252747253	0.182087912087912
ENSSSCT00000021615.2	0.0144927536231884	0.0289855072463768	0	0.0289855072463768	0.0434782608695652	0.0289855072463768	0.0579710144927536	0.0579710144927536	0	0.0144927536231884	0	0.0579710144927536	0	0	0.0289855072463768	0.144927536231884	0.0144927536231884	0.0289855072463768	0	0.0144927536231884	0.0144927536231884	0.0144927536231884	0.0289855072463768	0.115942028985507	0.0144927536231884	0	0	0.0579710144927536	0.0144927536231884	0.0144927536231884	0.0434782608695652	0.115942028985507	0.486111111111111	0.361111111111111	0.114444444444444	0.0277623088339582	0.0245833333333333	72	1.05714285714286	0.263888888888889	0.25	0.25	0.236111111111111	0.0416666666666667	0.0138888888888889	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.0833333333333333	0.0694444444444444	0.0972222222222222	0.0694444444444444	0.0694444444444444	0.0833333333333333	0.0416666666666667	0.0694444444444444	0.0138888888888889	0.138888888888889	0.0416666666666667	3	36	33	26	26	26	10	7	5	4	2	2	1	1	2	1	0	0	0	0	0	0	0	0	10	11	5	-17.6	-0.244444444444444	-19.37	-0.269027777777778	-17.3	8.24	-15.9	59.2	10.95	-0.502857142857143	-0.0094017094017094	-0.220833333333333	0.152083333333333
ENSSSCT00000021480.2	0.111111111111111	0.0246913580246914	0	0.037037037037037	0.0123456790123457	0.0246913580246914	0.0493827160493827	0.0864197530864198	0.0246913580246914	0	0	0.037037037037037	0.0123456790123457	0.0246913580246914	0.0123456790123457	0.0864197530864198	0.037037037037037	0.0123456790123457	0	0	0	0	0.0493827160493827	0.0617283950617284	0.037037037037037	0.0246913580246914	0	0.0617283950617284	0.037037037037037	0	0.0246913580246914	0.111111111111111	0.337209302325581	0.290697674418605	0.155116279069767	0.0223182349773166	0.0279069767441861	86	1.96551724137931	0.337209302325581	0.325581395348837	0.186046511627907	0.151162790697674	0.0813953488372093	0.0232558139534884	0.0232558139534884	0.0465116279069767	0.0232558139534884	0.0581395348837209	0.116279069767442	0.0697674418604651	0.0232558139534884	0.0697674418604651	0.0465116279069767	0	0.0697674418604651	0.0930232558139535	0.13953488372093	0.0348837209302326	5	37	44	25	25	25	12	19	4	5	2	2	0	0	0	1	1	0	0	1	1	0	0	0	14	9	2	-17.7	-0.205813953488372	-20.1	-0.233720930232558	-16	13.34	-17.1	63.5	19.64	-0.610344827586207	-0.00823255813953488	-0.198837209302326	0.228372093023256
ENSSSCT00000021197.2	0.0151515151515152	0.0606060606060606	0	0.0606060606060606	0.0454545454545455	0.0303030303030303	0.0454545454545455	0.0757575757575758	0.0151515151515152	0.0151515151515152	0	0.0454545454545455	0.0303030303030303	0	0	0.136363636363636	0.0151515151515152	0	0	0	0.0151515151515152	0	0.0303030303030303	0.106060606060606	0.0151515151515152	0.0151515151515152	0	0.0454545454545455	0	0	0.0757575757575758	0.106060606060606	0.394366197183099	0.338028169014085	0.112394366197183	0.0272551335857255	0.0323943661971831	71	1.53571428571429	0.366197183098592	0.23943661971831	0.23943661971831	0.154929577464789	0.0845070422535211	0.0422535211267606	0	0.0422535211267606	0.0704225352112676	0.0845070422535211	0.0704225352112676	0.0845070422535211	0.028169014084507	0.0845070422535211	0.126760563380282	0	0.028169014084507	0.028169014084507	0.112676056338028	0.0422535211267606	4	33	33	24	24	24	9	9	4	4	1	1	2	2	0	0	1	1	0	0	0	0	0	0	12	9	3	-17.4	-0.245070422535211	-19.7	-0.277464788732394	-16.4	7.98	-16.3	57.69	11.88	-0.621428571428571	-0.0102112676056338	-0.229577464788732	0.167323943661972
ENSSSCT00000027978.2	0.0673076923076923	0.0192307692307692	0	0.0288461538461538	0.00961538461538461	0.0288461538461538	0.0288461538461538	0.105769230769231	0.0192307692307692	0	0	0.0192307692307692	0.00961538461538461	0	0.0480769230769231	0.0769230769230769	0.0576923076923077	0.0192307692307692	0	0.0288461538461538	0	0.00961538461538461	0.00961538461538461	0.0769230769230769	0.0673076923076923	0.0288461538461538	0	0.0480769230769231	0.0480769230769231	0	0.0384615384615385	0.105769230769231	0.369747899159664	0.26890756302521	0.0443697478991597	0.0163480874440168	0.0125210084033613	119	1.70454545454545	0.319327731092437	0.310924369747899	0.159663865546218	0.210084033613445	0.0672268907563025	0.00840336134453781	0.0252100840336134	0.0504201680672269	0.0756302521008403	0.0756302521008403	0.0840336134453782	0.0588235294117647	0.0252100840336134	0.0672268907563025	0.0840336134453782	0	0.092436974789916	0.092436974789916	0.0672268907563025	0.0756302521008403	6	46	58	32	32	32	14	26	5	6	2	2	1	0	0	0	1	0	0	1	1	2	0	1	17	12	3	-23.8	-0.2	-25.29	-0.212521008403361	-23.8	5.28	-23.8	110.04	9.29	-0.540909090909091	-0.00625	-0.2	0.0780672268907563
ENSSSCT00000020128.2	0.0357142857142857	0	0	0.0357142857142857	0	0.0178571428571429	0.0178571428571429	0.214285714285714	0	0	0	0.0178571428571429	0.0178571428571429	0	0.0357142857142857	0.0714285714285714	0.0357142857142857	0.0178571428571429	0	0	0	0	0	0.0714285714285714	0.0535714285714286	0	0	0.0535714285714286	0	0.0357142857142857	0.0535714285714286	0.214285714285714	0.301369863013699	0.301369863013699	0.12013698630137	0.0256388473206969	0.0179452054794521	73	2.31818181818182	0.301369863013699	0.397260273972603	0.136986301369863	0.164383561643836	0.0547945205479452	0.0136986301369863	0.0273972602739726	0.10958904109589	0	0.0684931506849315	0.164383561643836	0.0821917808219178	0	0.0410958904109589	0.0684931506849315	0.0273972602739726	0.0273972602739726	0.0684931506849315	0.0958904109589041	0.0547945205479452	8	24	32	22	22	22	2	10	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	15	4	3	-11.5	-0.157534246575342	-12.81	-0.175479452054795	-11.1	8.77	-11.1	60.31	13.06	-0.522727272727273	-0.00716064757160648	-0.152054794520548	0.178904109589041
ENSSSCT00000020153.2	0.0735294117647059	0.0294117647058824	0	0.0147058823529412	0.0588235294117647	0	0.0588235294117647	0.0588235294117647	0.0294117647058824	0.0294117647058824	0	0.0735294117647059	0	0	0	0.102941176470588	0.0294117647058824	0	0	0	0	0	0.0588235294117647	0.0882352941176471	0.0441176470588235	0.0294117647058824	0	0.0588235294117647	0.0294117647058824	0.0294117647058824	0.0294117647058824	0.0735294117647059	0.397260273972603	0.287671232876712	0.0832876712328767	0.0268597829364403	0.0245205479452055	73	1.51724137931034	0.301369863013699	0.301369863013699	0.232876712328767	0.164383561643836	0.0958904109589041	0.0273972602739726	0.0136986301369863	0.0410958904109589	0.0136986301369863	0.0410958904109589	0.123287671232877	0.0958904109589041	0.0547945205479452	0.0273972602739726	0.0684931506849315	0	0.0821917808219178	0.0273972602739726	0.164383561643836	0.0547945205479452	5	36	32	21	21	21	15	11	4	4	1	1	0	1	1	0	0	2	1	0	1	0	0	0	9	10	2	-19.1	-0.261643835616438	-20.89	-0.286164383561644	-19.1	6.08	-19.1	63.19	8.87	-0.658620689655173	-0.0124592302674494	-0.261643835616438	0.121506849315068
ENSSSCT00000022179.2	0.0533333333333334	0.04	0	0.0266666666666667	0.04	0	0.0666666666666667	0.0933333333333334	0.0133333333333333	0	0	0.04	0.0133333333333333	0.04	0.0133333333333333	0.133333333333333	0	0.0133333333333333	0	0.0133333333333333	0	0.0133333333333333	0.0533333333333334	0.0533333333333334	0	0.0133333333333333	0	0.0666666666666667	0.0133333333333333	0	0.0133333333333333	0.173333333333333	0.37	0.28	0.2128	0.0194094678811331	0.0242	100	1.7027027027027	0.32	0.31	0.22	0.15	0.06	0.04	0.02	0.07	0.1	0.06	0.09	0.1	0	0.06	0.05	0	0.07	0.09	0.07	0.06	12	37	38	28	28	28	9	10	5	4	3	1	1	1	0	1	1	1	0	0	0	0	0	0	14	9	5	-23.4	-0.234	-25.82	-0.2582	-9.9	21.28	-22.6	68.37	29.93	-0.632432432432432	-0.00835714285714286	-0.226	0.2993
ENSSSCT00000021266.2	0.03125	0.0625	0	0	0.03125	0.03125	0.03125	0.0625	0.015625	0.03125	0	0.046875	0.046875	0	0.078125	0.125	0	0	0	0.078125	0.015625	0	0.03125	0.046875	0.015625	0.015625	0.015625	0.03125	0.015625	0	0.015625	0.125	0.507042253521127	0.309859154929577	0.0823943661971831	0.0277273916691646	0.0188732394366197	71	0.972222222222222	0.267605633802817	0.225352112676056	0.323943661971831	0.183098591549296	0.028169014084507	0.0704225352112676	0.0563380281690141	0.0140845070422535	0.0563380281690141	0.0704225352112676	0.0985915492957746	0.169014084507042	0	0.0422535211267606	0.028169014084507	0.028169014084507	0.0704225352112676	0.028169014084507	0.140845070422535	0.0422535211267606	7	30	34	22	22	22	8	12	3	5	1	1	2	1	1	3	0	0	0	0	0	0	0	0	6	10	6	-16.7	-0.235211267605634	-18.04	-0.254084507042253	-13.7	5.85	-15.8	60.46	9.09	-0.463888888888889	-0.0106914212548015	-0.222535211267606	0.128028169014085
ENSSSCT00000064390.1	0.0833333333333333	0.0166666666666667	0	0.05	0.0333333333333333	0	0	0.133333333333333	0.05	0.0166666666666667	0	0.0166666666666667	0.0166666666666667	0	0.05	0.0833333333333333	0.0166666666666667	0.0166666666666667	0	0.0166666666666667	0	0	0	0.1	0.05	0.0166666666666667	0	0.0166666666666667	0.0166666666666667	0	0.05	0.15	0.391304347826087	0.289855072463768	0.153768115942029	0.0283463784826666	0.0263768115942029	69	1.55555555555556	0.304347826086957	0.304347826086957	0.231884057971014	0.159420289855072	0.0434782608695652	0.0144927536231884	0.0144927536231884	0.0434782608695652	0.101449275362319	0.0579710144927536	0.072463768115942	0.130434782608696	0.0144927536231884	0.072463768115942	0.0434782608695652	0.0144927536231884	0.0869565217391304	0.072463768115942	0.101449275362319	0.072463768115942	6	26	34	20	20	20	6	14	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	11	7	2	-14.5	-0.210144927536232	-16.32	-0.236521739130435	-14.2	10.61	-14.5	52.12	16.92	-0.537037037037037	-0.0105072463768116	-0.210144927536232	0.245217391304348
ENSSSCT00000019948.2	0.037037037037037	0	0	0.0555555555555556	0	0.0185185185185185	0.037037037037037	0.111111111111111	0	0.037037037037037	0.0185185185185185	0.0740740740740741	0.037037037037037	0	0.0185185185185185	0.0740740740740741	0	0	0	0.0185185185185185	0	0.0185185185185185	0.037037037037037	0.0925925925925926	0	0	0	0.0185185185185185	0	0.0740740740740741	0.0740740740740741	0.148148148148148	0.446153846153846	0.323076923076923	0.0210769230769231	0.0303299453157855	0.00723076923076921	65	1.24137931034483	0.261538461538462	0.292307692307692	0.276923076923077	0.169230769230769	0.0307692307692308	0.0307692307692308	0.0153846153846154	0.0769230769230769	0.107692307692308	0.0461538461538462	0.0615384615384615	0.107692307692308	0.0923076923076923	0.0461538461538462	0.0461538461538462	0.0307692307692308	0.0769230769230769	0.0769230769230769	0.107692307692308	0.0153846153846154	6	27	27	21	21	21	6	6	4	4	3	3	0	0	1	1	0	0	0	0	0	0	0	0	11	8	2	-19.6	-0.301538461538462	-20.07	-0.308769230769231	-19.6	1.37	-19.6	62.64	2.43	-0.675862068965517	-0.0143589743589744	-0.301538461538462	0.0373846153846154
ENSSSCT00000020730.2	0.107692307692308	0.0153846153846154	0	0.0307692307692308	0.0307692307692308	0	0.0307692307692308	0.0615384615384615	0.0461538461538461	0.0153846153846154	0	0.0769230769230769	0	0	0.0153846153846154	0.0307692307692308	0.0615384615384615	0.0153846153846154	0	0.0153846153846154	0.0461538461538461	0	0.0615384615384615	0.0307692307692308	0.0615384615384615	0.0615384615384615	0	0.0307692307692308	0.0307692307692308	0.0153846153846154	0.0461538461538461	0.0615384615384615	0.4	0.228571428571429	0.208142857142857	0.0280087726271258	0.0232857142857143	70	1.5	0.257142857142857	0.342857142857143	0.185714285714286	0.214285714285714	0.0571428571428571	0.0285714285714286	0.0571428571428571	0.0571428571428571	0.0142857142857143	0.0428571428571429	0.114285714285714	0.114285714285714	0.0142857142857143	0.0285714285714286	0	0.0285714285714286	0.114285714285714	0.0571428571428571	0.114285714285714	0.0857142857142857	4	33	32	16	16	16	17	16	4	4	1	0	1	3	0	0	1	0	0	0	0	0	0	0	8	7	1	-9.1	-0.13	-10.73	-0.153285714285714	-3.7	14.57	-9.1	47.6	19.85	-0.325	-0.008125	-0.13	0.283571428571429
ENSSSCT00000045669.1	0	0	0	0.0277777777777778	0	0.0555555555555555	0.0555555555555555	0.0833333333333333	0	0	0.0277777777777778	0.0833333333333333	0	0	0	0.138888888888889	0	0	0	0.0277777777777778	0	0.0277777777777778	0.0833333333333333	0.111111111111111	0	0	0.0277777777777778	0.0277777777777778	0	0.0833333333333333	0.0277777777777778	0.111111111111111	0.405405405405405	0.202702702702703	0.08	0.0262393888551267	0.0244594594594595	74	1.46666666666667	0.378378378378378	0.216216216216216	0.202702702702703	0.202702702702703	0.108108108108108	0.027027027027027	0.0405405405405405	0.0405405405405405	0.0540540540540541	0.0540540540540541	0.108108108108108	0.135135135135135	0.0405405405405405	0	0.0405405405405405	0.0405405405405405	0.0675675675675676	0.0405405405405405	0.0675675675675676	0.0540540540540541	21	18	18	15	15	15	3	3	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	8	1	-11.7	-0.158108108108108	-13.51	-0.182567567567568	-10.6	5.92	-11.7	63.53	8.59	-0.39	-0.0105405405405405	-0.158108108108108	0.116081081081081
ENSSSCT00000044487.1	0.0169491525423729	0.0338983050847458	0	0.0508474576271186	0.0169491525423729	0.0169491525423729	0.0338983050847458	0.0677966101694915	0.0338983050847458	0	0	0.0677966101694915	0.0169491525423729	0.0338983050847458	0.0169491525423729	0.0508474576271186	0.0677966101694915	0	0	0.0169491525423729	0	0.0169491525423729	0.0508474576271186	0.0508474576271186	0.101694915254237	0.0338983050847458	0	0.0338983050847458	0.0338983050847458	0	0.0677966101694915	0.0677966101694915	0.40625	0.265625	0.09671875	0.0306567347345017	0.01296875	64	1.46153846153846	0.25	0.34375	0.21875	0.1875	0.03125	0.03125	0.03125	0.078125	0.0625	0.0625	0.0625	0.109375	0.03125	0.046875	0.046875	0	0.109375	0.046875	0.109375	0.0625	4	33	26	17	17	17	16	9	4	4	2	2	0	0	1	1	0	1	0	0	0	0	0	0	9	7	1	-12.9	-0.2015625	-13.73	-0.21453125	-12.9	6.19	-12.9	54.23	9.93	-0.496153846153846	-0.0118566176470588	-0.2015625	0.15515625
ENSSSCT00000021957.2	0.012987012987013	0.012987012987013	0	0.012987012987013	0	0.012987012987013	0.038961038961039	0.116883116883117	0.012987012987013	0.012987012987013	0	0.0649350649350649	0.012987012987013	0.012987012987013	0.025974025974026	0.0909090909090909	0.025974025974026	0	0	0.012987012987013	0.012987012987013	0.025974025974026	0.0519480519480519	0.0909090909090909	0.0909090909090909	0.025974025974026	0	0.038961038961039	0.025974025974026	0	0.012987012987013	0.142857142857143	0.445652173913043	0.293478260869565	0.0768478260869565	0.0216125376909352	0.0148913043478261	92	1.24390243902439	0.260869565217391	0.293478260869565	0.206521739130435	0.239130434782609	0.0543478260869565	0.0434782608695652	0.0652173913043478	0.0760869565217391	0.0652173913043478	0.0326086956521739	0.0760869565217391	0.0434782608695652	0.0652173913043478	0.0543478260869565	0.0543478260869565	0.0326086956521739	0.0543478260869565	0.0760869565217391	0.0652173913043478	0.0434782608695652	6	37	40	27	27	27	10	13	4	4	2	2	0	0	1	0	0	0	1	1	0	1	0	0	13	12	2	-27.7	-0.301086956521739	-29.07	-0.315978260869565	-27.7	7.07	-27.7	81.25	11.28	-0.675609756097561	-0.0111513687600644	-0.301086956521739	0.122608695652174
ENSSSCT00000021376.2	0.0416666666666667	0.025	0	0.025	0.0166666666666667	0.05	0.0583333333333333	0.0583333333333333	0.00833333333333333	0.00833333333333333	0.0166666666666667	0.025	0.0166666666666667	0.0333333333333333	0.05	0.116666666666667	0.0166666666666667	0.025	0.00833333333333333	0.0583333333333333	0.00833333333333333	0.025	0.00833333333333333	0.0916666666666667	0.00833333333333333	0	0	0.05	0.0166666666666667	0	0.0416666666666667	0.0916666666666667	0.515384615384615	0.323076923076923	0.162307692307692	0.0152912250237092	0.0242307692307692	130	0.940298507462687	0.284615384615385	0.2	0.269230769230769	0.246153846153846	0.0692307692307692	0.0692307692307692	0.0384615384615385	0.0384615384615385	0.0538461538461538	0.1	0.0307692307692308	0.0769230769230769	0.0538461538461538	0.0461538461538462	0.0846153846153846	0.0461538461538462	0.0692307692307692	0.0230769230769231	0.0692307692307692	0.0461538461538462	3	63	57	42	42	42	21	15	11	9	7	6	1	1	0	1	3	1	0	0	0	0	0	0	17	20	5	-37.4	-0.287692307692308	-40.55	-0.311923076923077	-31.6	21.1	-36.5	96.97	31.43	-0.558208955223881	-0.00684981684981685	-0.280769230769231	0.241769230769231
ENSSSCT00000020664.2	0.0714285714285714	0.0476190476190476	0	0.0476190476190476	0.0476190476190476	0	0.0714285714285714	0.0714285714285714	0	0.0238095238095238	0	0	0.0238095238095238	0	0.0476190476190476	0.0952380952380952	0.0238095238095238	0.0238095238095238	0	0.0238095238095238	0.0238095238095238	0	0.0238095238095238	0.0714285714285714	0.0238095238095238	0	0	0.0952380952380952	0	0.0238095238095238	0.0238095238095238	0.0952380952380952	0.369230769230769	0.215384615384615	0.118	0.0295373385990953	0.0324615384615385	65	1.70833333333333	0.369230769230769	0.261538461538462	0.230769230769231	0.138461538461538	0.0923076923076923	0.0153846153846154	0.0153846153846154	0.0307692307692308	0.0615384615384615	0.0615384615384615	0.0923076923076923	0.123076923076923	0.0307692307692308	0.0615384615384615	0.0615384615384615	0	0.0615384615384615	0.0461538461538462	0.153846153846154	0.0307692307692308	6	21	21	14	14	14	7	7	1	3	0	1	1	1	0	0	0	1	1	0	0	0	0	0	8	5	1	-6.6	-0.101538461538462	-8.71	-0.134	-2.5	7.67	-3.6	51.49	11.31	-0.275	-0.00725274725274725	-0.0553846153846154	0.174
ENSSSCT00000036819.1	0.0227272727272727	0.0113636363636364	0	0.0681818181818182	0	0.0113636363636364	0.0340909090909091	0.0795454545454546	0.0113636363636364	0.0113636363636364	0	0.0340909090909091	0	0.0340909090909091	0.0568181818181818	0.0795454545454546	0	0.0340909090909091	0	0.0454545454545455	0.0454545454545455	0.0113636363636364	0.0227272727272727	0.0909090909090909	0.0340909090909091	0.0113636363636364	0	0.0340909090909091	0.0227272727272727	0.0340909090909091	0.0681818181818182	0.0909090909090909	0.445544554455446	0.306930693069307	0.100594059405941	0.0196978906425994	0.0292079207920792	101	1.24444444444444	0.287128712871287	0.267326732673267	0.207920792079208	0.237623762376238	0.0693069306930693	0.0297029702970297	0.0495049504950495	0.0594059405940594	0.0792079207920792	0.0594059405940594	0.0495049504950495	0.0594059405940594	0.0693069306930693	0.0495049504950495	0.0792079207920792	0	0.099009900990099	0.0594059405940594	0.0891089108910891	0.0495049504950495	6	46	42	31	31	31	15	11	8	6	4	4	2	1	1	0	1	0	0	1	0	0	0	0	16	14	1	-21.3	-0.210891089108911	-24.25	-0.24009900990099	-20.3	10.16	-17	83.67	15.55	-0.473333333333333	-0.00680293835835196	-0.168316831683168	0.153960396039604
ENSSSCT00000022220.3	0.00943396226415094	0.0377358490566038	0	0.00943396226415094	0.0188679245283019	0	0.0471698113207547	0.0754716981132076	0.00943396226415094	0.00943396226415094	0	0.0377358490566038	0.0377358490566038	0.0188679245283019	0.0943396226415095	0.0943396226415095	0.0283018867924528	0.00943396226415094	0	0.0377358490566038	0	0.00943396226415094	0.0188679245283019	0.113207547169811	0.0188679245283019	0.00943396226415094	0	0.0849056603773585	0.00943396226415094	0.0566037735849057	0.00943396226415094	0.0943396226415095	0.488188976377953	0.299212598425197	0.064251968503937	0.015639641019815	0.0148818897637795	127	1.04838709677419	0.259842519685039	0.251968503937008	0.291338582677165	0.196850393700787	0.0551181102362205	0.062992125984252	0.0393700787401575	0.0551181102362205	0.110236220472441	0.0236220472440945	0.0393700787401575	0.047244094488189	0.078740157480315	0.0866141732283465	0.0866141732283465	0.015748031496063	0.0393700787401575	0.0393700787401575	0.094488188976378	0.0393700787401575	5	50	56	38	38	38	12	18	6	9	4	5	1	1	2	1	0	2	0	0	0	0	0	0	14	18	6	-41.1	-0.323622047244094	-42.99	-0.338503937007874	-40.2	8.16	-37.4	113.07	11.86	-0.662903225806452	-0.00851636966431828	-0.294488188976378	0.0933858267716535
